        Frequency / MHz                Port 1 [1] (8)/arg,degrees
                  274.26                      -27.617304
                  274.52                      -30.411958
                  274.78                      -33.171632
                  275.04                       -35.82832
                   275.3                        -38.3285
                  275.56                      -40.634352
                  275.82                      -42.723001
                  276.08                       -44.58443
                  276.34                      -46.218742
                   276.6                      -47.633303
                  276.86                       -48.84016
                  277.12                      -49.853956
                  277.38                      -50.690426
                  277.64                      -51.365462
                   277.9                      -51.894624
                  278.16                       -52.29292
                  278.42                      -52.574699
                  278.68                      -52.753551
                  278.94                      -52.842169
                   279.2                      -52.852224
                  279.46                      -52.794315
                  279.72                       -52.67802
                  279.98                      -52.512045
                  280.24                      -52.304385
                   280.5                      -52.062425
                  280.76                      -51.792917
                  281.02                      -51.501871
                  281.28                      -51.194411
                  281.54                       -50.87472
                   281.8                       -50.54611
                  282.06                      -50.211205
                  282.32                      -49.872151
                  282.58                      -49.530764
                  282.84                      -49.188547
                   283.1                      -48.846614
                  283.36                        -48.5056
                  283.62                      -48.165654
                  283.88                      -47.826575
                  284.14                      -47.488041
                   284.4                       -47.14984
                  284.66                      -46.811984
                  284.92                      -46.474676
                  285.18                      -46.138154
                  285.44                       -45.80254
                   285.7                      -45.467793
                  285.96                      -45.133812
                  286.22                      -44.800639
                  286.48                      -44.468631
                  286.74                      -44.138507
                     287                      -43.811219
                  287.26                      -43.487722
                  287.52                      -43.168775
                  287.78                      -42.854895
                  288.04                      -42.546478
                   288.3                      -42.244026
                  288.56                      -41.948324
                  288.82                      -41.660451
                  289.08                      -41.381605
                  289.34                      -41.112851
                   289.6                      -40.854922
                  289.86                      -40.608219
                  290.12                      -40.372999
                  290.38                      -40.149647
                  290.64                      -39.938857
                   290.9                      -39.741592
                  291.16                      -39.558843
                  291.42                      -39.391311
                  291.68                      -39.239199
                  291.94                      -39.102238
                   292.2                      -38.979928
                  292.46                      -38.871843
                  292.72                       -38.77779
                  292.98                      -38.697694
                  293.24                      -38.631256
                   293.5                      -38.577551
                  293.76                      -38.534801
                  294.02                      -38.500435
                  294.28                      -38.471381
                  294.54                      -38.444361
                   294.8                      -38.415906
                  295.06                      -38.381967
                  295.32                      -38.337207
                  295.58                      -38.274336
                  295.84                      -38.183953
                   296.1                      -38.055268
                  296.36                      -37.877843
                  296.62                      -37.644144
                  296.88                      -37.352441
                  297.14                      -37.009436
                   297.4                      -36.632012
                  297.66                      -36.247588
                  297.92                      -35.892756
                  298.18                       -35.61011
                  298.44                      -35.443475
                   298.7                      -35.432109
                  298.96                      -35.604795
                  299.22                       -35.97496
                  299.48                      -36.537956
                  299.74                      -37.271297
                     300                      -38.137972

