        Frequency / MHz                Port 1 [1] (11)/abs,linear
                  234.74                        233.4934
                     235                       228.44254
                  235.26                       223.52212
                  235.52                       218.76765
                  235.78                       214.21245
                  236.04                       209.88763
                   236.3                       205.82216
                  236.56                       202.04281
                  236.82                       198.57421
                  237.08                       195.43882
                  237.34                       192.65699
                   237.6                       190.24692
                  237.86                        188.2246
                  238.12                       186.60366
                  238.38                        185.3953
                  238.64                        184.6081
                   238.9                       184.24805
                  239.16                       184.31848
                  239.42                       184.82015
                  239.68                       185.75138
                  239.94                       187.10811
                   240.2                       188.88404
                  240.46                       191.07078
                  240.72                       193.65802
                  240.98                       196.63372
                  241.24                       199.98433
                   241.5                       203.69495
                  241.76                       207.74944
                  242.02                       212.13047
                  242.28                       216.81956
                  242.54                       221.79701
                   242.8                       227.04189
                  243.06                       232.53198
                  243.32                       238.24371
                  243.58                       244.15205
                  243.84                       250.23041
                   244.1                       256.45048
                  244.36                       262.78211
                  244.62                       269.19319
                  244.88                       275.64966
                  245.14                       282.11549
                   245.4                       288.55281
                  245.66                       294.92196
                  245.92                       301.18168
                  246.18                       307.28937
                  246.44                       313.20143
                   246.7                       318.87373
                  246.96                        324.2622
                  247.22                       329.32356
                  247.48                       334.01599
                  247.74                       338.29997
                     248                       342.13902
                  248.26                       345.50047
                  248.52                       348.35631
                  248.78                       350.68384
                  249.04                       352.46635
                   249.3                        353.6935
                  249.56                       354.36161
                  249.82                       354.47362
                  250.08                       354.03893
                  250.34                       353.07305
                   250.6                       351.59712
                  250.86                       349.63727
                  251.12                       347.22389
                  251.38                       344.39076
                  251.64                       341.17413
                   251.9                       337.61188
                  252.16                       333.74265
                  252.42                       329.60512
                  252.68                       325.23738
                  252.94                       320.67641
                   253.2                       315.95759
                  253.46                       311.11436
                  253.72                       306.17791
                  253.98                       301.17705
                  254.24                       296.13817
                   254.5                       291.08524
                  254.76                       286.03994
                  255.02                       281.02177
                  255.28                       276.04826
                  255.54                       271.13508
                   255.8                       266.29627
                  256.06                       261.54453
                  256.32                       256.89138
                  256.58                       252.34753
                  256.84                       247.92307
                   257.1                       243.62766
                  257.36                       239.47078
                  257.62                       235.46184
                  257.88                       231.61038
                  258.14                       227.92618
                   258.4                       224.41944
                  258.66                       221.10082
                  258.92                       217.98149
                  259.18                       215.07316
                  259.44                       212.38797
                   259.7                       209.93843
                  259.96                       207.73733
                  260.22                       205.79751
                  260.48                       204.13177
                  260.74                       202.75252
                     261                       201.67151
                  261.26                       200.89948
                  261.52                       200.44574
                  261.78                       200.31783
                  262.04                        200.5211
                   262.3                       201.05837
                  262.56                       201.92955
                  262.82                       203.13134
                  263.08                       204.65691
                  263.34                       206.49566
                   263.6                       208.63313
                  263.86                        211.0509
                  264.12                        213.7267
                  264.38                       216.63453
                  264.64                       219.74493
                   264.9                       223.02524
                  265.16                       226.44004
                  265.42                       229.95165
                  265.68                       233.52076
                  265.94                       237.10707
                   266.2                       240.67011
                  266.46                       244.16993
                  266.72                       247.56789
                  266.98                       250.82732
                  267.24                       253.91425
                   267.5                       256.79794
                  267.76                       259.45146
                  268.02                       261.85206
                  268.28                       263.98138
                  268.54                       265.82554
                   268.8                       267.37503
                  269.06                       268.62452
                  269.32                        269.5726
                  269.58                       270.22138
                  269.84                        270.5762
                   270.1                       270.64515
                  270.36                       270.43862
                  270.62                        269.9689
                  270.88                       269.24973
                  271.14                       268.29599
                   271.4                       267.12338
                  271.66                       265.74827
                  271.92                       264.18747
                  272.18                       262.45807
                  272.44                       260.57727
                   272.7                       258.56224
                  272.96                       256.43002
                  273.22                       254.19747
                  273.48                       251.88121
                  273.74                        249.4976
                     274                       247.06263
                  274.26                       244.59191
                  274.52                       242.10051
                  274.78                       239.60298
                  275.04                       237.11323
