        Frequency / MHz                S1,1/abs,dB
               292.98001                      -13.243387
               293.23999                      -13.462336
                   293.5                      -13.677394
               293.76001                      -13.910471
               294.01999                      -14.152903
                  294.28                      -14.378518
               294.54001                      -14.566948
               294.79999                      -14.719839
                  295.06                      -14.856436
               295.32001                       -14.99308
               295.57999                      -15.124661
                  295.84                      -15.223032
               296.10001                      -15.254973
               296.35999                      -15.206847
                  296.62                      -15.093893
                  296.88                      -14.944986
               297.14001                      -14.778212
               297.39999                      -14.588744
                  297.66                      -14.357061
               297.92001                      -14.069537
               298.17999                       -13.73378
                  298.44                      -13.375514
               298.70001                      -13.021412
               298.95999                      -12.683446
                  299.22                      -12.355533
               299.48001                      -12.022664
               299.73999                      -11.675038
                     300                      -11.316839

