        Frequency / MHz                Port 1 [1] (13)/abs,linear
                  274.78                       449.19491
                  275.04                       443.68446
                   275.3                       436.78356
                  275.56                        428.7719
                  275.82                       419.92871
                  276.08                       410.51555
                  276.34                       400.76544
                   276.6                       390.87754
                  276.86                       381.01595
                  277.12                       371.31122
                  277.38                       361.86335
                  277.64                        352.7455
                   277.9                       344.00806
                  278.16                       335.68256
                  278.42                       327.78552
                  278.68                       320.32209
                  278.94                       313.28925
                   279.2                       306.67868
                  279.46                       300.47904
                  279.72                       294.67774
                  279.98                       289.26219
                  280.24                       284.22055
                   280.5                       279.54223
                  280.76                       275.21809
                  281.02                       271.24055
                  281.28                       267.60356
                  281.54                       264.30249
                   281.8                       261.33385
                  282.06                        258.6948
                  282.32                       256.38252
                  282.58                       254.39345
                  282.84                       252.72249
                   283.1                       251.36225
                  283.36                       250.30257
                  283.62                       249.53009
                  283.88                       249.02819
                  284.14                       248.77699
                   284.4                       248.75359
                  284.66                       248.93235
                  284.92                       249.28527
                  285.18                       249.78256
                  285.44                       250.39338
                   285.7                       251.08665
                  285.96                       251.83214
                  286.22                       252.60144
                  286.48                       253.36891
                  286.74                       254.11245
                     287                       254.81392
                  287.26                       255.45947
                  287.52                       256.03957
                  287.78                        256.5491
                  288.04                       256.98739
                   288.3                       257.35828
                  288.56                       257.67019
                  288.82                       257.93602
                  289.08                       258.17285
                  289.34                       258.40132
                   289.6                       258.64484
                  289.86                       258.92854
                  290.12                       259.27837
                  290.38                       259.72011
                  290.64                       260.27871
                   290.9                       260.97762
                  291.16                       261.83825
                  291.42                       262.87927
                  291.68                       264.11577
                  291.94                       265.55826
                   292.2                       267.21156
                  292.46                       269.07372
                  292.72                       271.13529
                  292.98                       273.37892
                  293.24                       275.77951
                   293.5                        278.3048
                  293.76                       280.91638
                  294.02                         283.571
                  294.28                       286.22224
                  294.54                       288.82249
                   294.8                       291.32537
                  295.06                       293.68866
                  295.32                       295.87759
                  295.58                       297.86807
                  295.84                       299.64931
                   296.1                       301.22502
                  296.36                        302.6125
                  296.62                       303.83928
                  296.88                       304.93739
                  297.14                       305.93613
                   297.4                       306.85446
                  297.66                       307.69466
                  297.92                       308.43878
                  298.18                       309.04899
                  298.44                       309.47231
                   298.7                       309.64913
                  298.96                       309.52402
                  299.22                       309.05657
                  299.48                        308.2298
                  299.74                        307.0544
                     300                        305.5678

