        Frequency / MHz                Port 1 [1] (13)/arg,degrees
                  217.58                      -16.405886
                  217.84                      -13.890003
                   218.1                      -11.176898
                  218.36                      -8.2807708
                  218.62                       -5.223609
                  218.88                      -2.0354221
                  219.14                       1.2463828
                   219.4                       4.5785705
                  219.66                       7.9144713
                  219.92                       11.206866
                  220.18                       14.410909
                  220.44                       17.486639
                   220.7                       20.400756
                  220.96                       23.127537
                  221.22                       25.648936
                  221.48                       27.954029
                  221.74                       30.038034
                     222                       31.901104
                  222.26                        33.54708
                  222.52                       34.982315
                  222.78                        36.21467
                  223.04                       37.252708
                   223.3                       38.105102
                  223.56                       38.780243
                  223.82                       39.286007
                  224.08                       39.629641
                  224.34                       39.817733
                   224.6                       39.856219
                  224.86                       39.750418
                  225.12                       39.505076
                  225.38                       39.124431
                  225.64                        38.61231
                   225.9                       37.972245
                  226.16                       37.207646
                  226.42                       36.321983
                  226.68                       35.318991
                  226.94                       34.202876
                   227.2                       32.978489
                  227.46                       31.651475
                  227.72                       30.228393
                  227.98                         28.7168
                  228.24                       27.125316
                   228.5                        25.46366
                  228.76                       23.742647
                  229.02                       21.974141
                  229.28                        20.17092
                  229.54                       18.346462
                   229.8                       16.514647
                  230.06                       14.689398
                  230.32                       12.884297
                  230.58                       11.112222
                  230.84                        9.385034
                   231.1                       7.7133354
                  231.36                       6.1063096
                  231.62                       4.5716243
                  231.88                       3.1153975
                  232.14                       1.7422182
                   232.4                      0.45522453
                  232.66                     -0.74375888
                  232.92                      -1.8540256
                  233.18                      -2.8757483
                  233.44                      -3.8097214
                   233.7                        -4.65712
                  233.96                      -5.4193056
                  234.22                      -6.0976999
                  234.48                        -6.69373
                  234.74                        -7.20883
                     235                      -7.6444724
                  235.26                       -8.002202
                  235.52                      -8.2836526
                  235.78                      -8.4905371
                  236.04                      -8.6246168
                   236.3                      -8.6876614
                  236.56                      -8.6814096
                  236.82                      -8.6075321
                  237.08                       -8.467594
                  237.34                      -8.2630015
                   237.6                      -7.9949261
                  237.86                       -7.664205
                  238.12                       -7.271229
                  238.38                      -6.8158428
                  238.64                      -6.2972846
                   238.9                      -5.7141887
                  239.16                      -5.0646609
                  239.42                      -4.3464215
                  239.68                      -3.5569954
                  239.94                      -2.6939265
                   240.2                      -1.7549937
                  240.46                     -0.73841544
                  240.72                      0.35695805
                  240.98                       1.5314637
                  241.24                        2.784455
                   241.5                       4.1141513
                  241.76                       5.5175261
                  242.02                       6.9902584
                  242.28                       8.5267661
                  242.54                       10.120322
                   242.8                       11.763234
                  243.06                       13.447036
                  243.32                       15.162661
                  243.58                       16.900525
                  243.84                       18.650531
                   244.1                       20.401997
                  244.36                       22.143559
                  244.62                       23.863103
                  244.88                       25.547799
                  245.14                       27.184251
                   245.4                       28.758774
                  245.66                       30.257762
                  245.92                       31.668106
                  246.18                       32.977578
                  246.44                       34.175164
                   246.7                       35.251289
                  246.96                       36.197931
                  247.22                       37.008626
                  247.48                       37.678373
                  247.74                       38.203461
                     248                        38.58123
                  248.26                       38.809801
                  248.52                       38.887787
                  248.78                       38.814009
                  249.04                        38.58725
                   249.3                       38.206069
                  249.56                       37.668685
                  249.82                       36.972953
                  250.08                       36.116439
                  250.34                       35.096571
                   250.6                       33.910881
                  250.86                       32.557315
                  251.12                       31.034612
                  251.38                       29.342757
                  251.64                       27.483502
                   251.9                       25.460944
                  252.16                       23.282131
                  252.42                       20.957628
                  252.68                       18.501928
                  252.94                       15.933622
                   253.2                       13.275175
                  253.46                       10.552286
                  253.72                       7.7928142
                  253.98                       5.0253901
                  254.24                       2.2778762
                   254.5                     -0.42411997
                  254.76                      -3.0584972
                  255.02                      -5.6075489
                  255.28                      -8.0584301
                  255.54                      -10.403207
                   255.8                      -12.638536
                  256.06                      -14.765051
                  256.32                       -16.78653
                  256.58                      -18.708954
                  256.84                      -20.539534
                   257.1                      -22.285797
                  257.36                      -23.954824
                  257.62                      -25.552674
                  257.88                      -27.084033
                  258.14                      -28.552078
                   258.4                      -29.958507
                  258.66                      -31.303714
                  258.92                      -32.587029
                  259.18                      -33.806998
                  259.44                       -34.96168
                   259.7                      -36.048925
                  259.96                      -37.066639
                  260.22                      -38.013019
                  260.48                      -38.886744
                  260.74                      -39.687095
                     261                      -40.414017
                  261.26                      -41.068102
                  261.52                      -41.650508
                  261.78                      -42.162848
                  262.04                      -42.607062
                   262.3                      -42.985306
                  262.56                      -43.299859
                  262.82                      -43.553059
                  263.08                      -43.747254
                  263.34                      -43.884752
                   263.6                       -43.96775
                  263.86                      -43.998258
                  264.12                         -43.978
                  264.38                      -43.908322
                  264.64                       -43.79012
                   264.9                       -43.62379
                  265.16                      -43.409218
                  265.42                      -43.145799
                  265.68                      -42.832474
                  265.94                       -42.46779
                   266.2                      -42.049981
                  266.46                      -41.577084
                  266.72                      -41.047113
                  266.98                      -40.458312
                  267.24                        -39.8095
                   267.5                      -39.100488
                  267.76                      -38.332575
                  268.02                      -37.509032
                  268.28                      -36.635569
                  268.54                      -35.720695
                   268.8                      -34.775944
                  269.06                      -33.815943
                  269.32                       -32.85831
                  269.58                      -31.923398
                  269.84                      -31.033899
                   270.1                       -30.21434
                  270.36                      -29.490475
                  270.62                      -28.888595
                  270.88                      -28.434735
                  271.14                      -28.153791
                   271.4                      -28.068515
                  271.66                      -28.198392
                  271.92                      -28.558424
                  272.18                      -29.157831
                  272.44                      -29.998793
                   272.7                      -31.075339
                  272.96                      -32.372606
                  273.22                      -33.866665
                  273.48                       -35.52513
                  273.74                       -37.30864
                     274                      -39.173148
                  274.26                      -41.072754
                  274.52                       -42.96269
                  274.78                      -44.801997
                  275.04                       -46.55555
                   275.3                      -48.195229
                  275.56                      -49.700239
                  275.82                      -51.056763
                  276.08                      -52.257148
                  276.34                      -53.298891
                   276.6                      -54.183575
                  276.86                      -54.915898
                  277.12                      -55.502823
                  277.38                      -55.952869
                  277.64                      -56.275511
                   277.9                      -56.480676
                  278.16                       -56.57832
                  278.42                      -56.578082
                  278.68                      -56.489011
                  278.94                      -56.319396
                   279.2                      -56.076676
                  279.46                      -55.767448
                  279.72                      -55.397539
                  279.98                      -54.972124
                  280.24                      -54.495862
                   280.5                      -53.973044
                  280.76                      -53.407717
                  281.02                      -52.803819
                  281.28                      -52.165303
                  281.54                      -51.496273
                   281.8                      -50.801111
                  282.06                        -50.0846
                  282.32                      -49.352005
                  282.58                      -48.609104
                  282.84                      -47.862146
                   283.1                      -47.117737
                  283.36                      -46.382672
                  283.62                      -45.663727
                  283.88                      -44.967436
                  284.14                      -44.299887
                   284.4                       -43.66652
                  284.66                      -43.071962
                  284.92                      -42.519869
                  285.18                      -42.012796
                  285.44                      -41.552105
                   285.7                      -41.137907
                  285.96                       -40.76908
                  286.22                      -40.443349
                  286.48                      -40.157432
                  286.74                      -39.907226
                     287                      -39.688017
                  287.26                      -39.494672
                  287.52                      -39.321804
                  287.78                      -39.163909
                  288.04                      -39.015493
                   288.3                      -38.871195
                  288.56                      -38.725945
                  288.82                      -38.575144
                  289.08                      -38.414863
                  289.34                      -38.242035
                   289.6                      -38.054611
                  289.86                      -37.851656
                  290.12                       -37.63339
                  290.38                      -37.401172
                  290.64                       -37.15745
                   290.9                      -36.905719
                  291.16                      -36.650468
                  291.42                      -36.397143
                  291.68                      -36.152073
                  291.94                      -35.922361
                   292.2                      -35.715675
                  292.46                      -35.539968
                  292.72                      -35.403111
                  292.98                      -35.312493
                  293.24                      -35.274621
                   293.5                      -35.294768
                  293.76                      -35.376687
                  294.02                        -35.5224
                  294.28                      -35.732054
                  294.54                      -36.003835
                   294.8                       -36.33396
                  295.06                      -36.716769
                  295.32                       -37.14499
                  295.58                      -37.610218
                  295.84                      -38.103633
