        Frequency / MHz                S1,1/arg,degrees
                   233.7                      0.25520774
               233.96001                     -0.46114245
                  234.22                      -1.1419758
                  234.48                      -1.7870734
               234.74001                      -2.3982934
                     235                      -2.9800071
               235.25999                      -3.5375692
                  235.52                      -4.0778643
                  235.78                      -4.6074504
               236.03999                      -5.1316806
                   236.3                      -5.6547094
                  236.56                      -6.1774098
               236.82001                      -6.6983625
                  237.08                      -7.2137407
                  237.34                      -7.7172076
               237.60001                      -8.2012227
                  237.86                       -8.658462
                  238.12                      -9.0819343
                  238.38                      -9.4671574
                  238.64                      -9.8121626
               238.89999                      -10.118046
                  239.16                      -10.389614
                  239.42                      -10.634191
               239.67999                      -10.860625
                  239.94                      -11.078863
                   240.2                      -11.297757
               240.46001                      -11.524518
                  240.72                      -11.763302
                  240.98                      -12.015309
               241.24001                      -12.278243
                   241.5                      -12.547516
               241.75999                      -12.817337
                  242.02                      -13.081475
                  242.28                      -13.334246
               242.53999                      -13.572592
                   242.8                      -13.796185
                  243.06                      -14.007321
               243.32001                      -14.212007
                  243.58                      -14.417897
                  243.84                      -14.633838
               244.10001                      -14.867923
                  244.36                      -15.127362
                  244.62                      -15.415542
                  244.88                      -15.732789
                  245.14                      -16.075612
               245.39999                        -16.4369
                  245.66                      -16.807368
                  245.92                      -17.175654
               246.17999                      -17.530933
                  246.44                      -17.862827
                   246.7                      -18.164009
               246.96001                      -18.430223
                  247.22                      -18.660918
                  247.48                      -18.859049
               247.74001                       -19.03117
                     248                      -19.185261
               248.25999                      -19.330935
                  248.52                      -19.476825
                  248.78                       -19.63015
               249.03999                      -19.796261
                   249.3                      -19.978107
                  249.56                      -20.177002
               249.82001                      -20.393165
                  250.08                      -20.627469
                  250.34                       -20.88155
               250.60001                      -21.159893
                  250.86                      -21.469383
                  251.12                      -21.819964
                  251.38                      -22.223546
                  251.64                      -22.693136
               251.89999                       -23.24108
                  252.16                      -23.877654
                  252.42                      -24.609741
               252.67999                      -25.439415
                  252.94                       -26.36417
                   253.2                      -27.376021
               253.46001                       -28.46328
                  253.72                      -29.610753
                  253.98                      -30.800951
               254.24001                      -32.016069
                   254.5                      -33.238836
               254.75999                      -34.454392
                  255.02                      -35.650824
                  255.28                      -36.820371
               255.53999                      -37.960194
                   255.8                      -39.072039
                  256.06                       -40.16159
               256.32001                      -41.237594
               256.57999                      -42.310749
                  256.84                      -43.391125
               257.10001                      -44.487666
               257.35999                      -45.606725
                  257.62                      -46.750919
